raga_name|kriti_name|composer_name|Link
surati|Patiki Haratire Sitapatiki|Tyagaraja|
surati|Ragam Tanam Pallavi|Own/others|
surati|Ramacandra Ni Daya|Tyagaraja|
surati|Rama Daivama Raga Raga|Tyagaraja|
surati|Sadaramava Sarasija|Swathi Thirunal Rama Varma|
surati|Shiva Peruman|Papanasam Sivan|
surati|Shive Pahi Shri Camundeshvari|Mysore Vasudevachar|
surati|Shri Rama Jayamangalam|Papanasam Sivan|
surati|Shri Venkatagirisham|Muthuswami Dikshitar|
surati|Shrngarincukoni Vedaliri|Tyagaraja|
surati|Tadara Tanitom Tomta|Mysore Vasudevachar|
surati|Tillai Ambalattanai|Gopalakrishna Bharati|
surati|Tillana|Madurai Srinivasan|
surati|Unnait Tavira Verillai|Neelakanta Sivan|
surati|Vega Nivu Vani|Poochi Srinivasa Iyengar|
tanarupi|Shri Ramam Sada|M. Balamuralikrishna|
tanarupi|Va Velava|Koteeswara Iyer|
vardhani|Manasa Mana Samarthyamemi|Tyagaraja|
vardhani|Ragam Tanam Pallavi|Own/others|
gaulipantu|Krsnananda Mukunda Murare|Muthuswami Dikshitar|
gaulipantu|Mosaboku Vinave Satsahavasamu|Tyagaraja|
gaulipantu|Namakkini Bhayamedu|Gopalakrishna Bharati|
gaulipantu|Parabrahma Svarupame|Arunachala Kavi|
gaulipantu|Purahara Jaye Palaya|Shyama Sastri|
gaulipantu|Rama Rama Krsna Yanare|Tyagaraja|
gaulipantu|Tarunam Idamma Ennai|Shyama Sastri|
gaulipantu|Tera Tiyaga Rada Loni|Tyagaraja|
gaulipantu|Maharagjni Mahalakshmi|Muthiah Bhagavatar|
chitrambari|Samaganalola|Koteeswara Iyer|
dhamavati|Ragam Tanam Pallavi|Own/others|
kanada|Alai Paayude|Oothukkadu Venkata Kavi|
kanada|Balambikayah Param|Muthuswami Dikshitar|
kanada|Brhadishvara Mahadeva|M. Balamuralikrishna|
kanada|Devi Ival Rama|Arunachala Kavi|
kanada|Enna Sholli|Ambujam krishna|
kanada|Ghantamani Adudu|Gopalakrishna Bharati|
kanada|Kamalamba Na Chinta|Garbhapurivasa|
kanada|Kantimati Annai|Papanasam Sivan|
kanada|Maha Ganapate|Koteeswara Iyer|
kanada|Mamava Sada Janani|Swathi Thirunal Rama Varma|
kanada|Na Dhirana Tom-tillana|Veene Sheshanna|
kanada|Neranammitinayya|Poochi Srinivasa Iyengar|
kanada|Ninne Koriyunnadi-varnam|Tiruvettiyur Tyaagayya|
kanada|Ni Allal Ini|G. N. Balasubramaniam|
kanada|Pancasyayane|Muthiah Bhagavatar|
kanada|Paramukhamela Namma|G. N. Balasubramaniam|
kanada|Ragam Tanam Pallavi|Own/others|
kanada|Shri Narada Nada|Tyagaraja|
kanada|Sukhi Evvaro Rama Nama|Tyagaraja|
kanada|Tillana|Lalgudi Jayaraman|
kanada|Tom Taddara|Poochi Srinivasa Iyengar|
kanada|Vanipondu Calu Vaddane|Dharmapuri Subbarayar|
kanada|Varanasyam Pranamami-varnam|Mysore Vasudevachar|
kanada|Varasiddhi Vinayaka|Muthiah Bhagavatar|
kanada|Vira Hanumate Namo Namaha|Muthuswami Dikshitar|
kanada|Vishveshvaro Raksatu Mam|Muthuswami Dikshitar|
ganasamavarali|Brhadishvaro Raksatu Mam|Muthuswami Dikshitar|
shubhapantuvarali|Ennallu Urake Unduvo|Tyagaraja|
shubhapantuvarali|Inkevarunnaru|G. N. Balasubramaniam|
shubhapantuvarali|Kailasapate|Lalitha Dasa|
shubhapantuvarali|Manonmani Mandahasini|Muthiah Bhagavatar|
shubhapantuvarali|Ne Pogadakunte Nikemi|Tyagaraja|
shubhapantuvarali|Ni Samanamevaru|G. N. Balasubramaniam|
shubhapantuvarali|Paripahimam Shri Dasharathe|Mysore Vasudevachar|
shubhapantuvarali|Pashupatishvaram Pranaumi|Muthuswami Dikshitar|
shubhapantuvarali|Ragam Tanam Pallavi|Own/others|
shubhapantuvarali|Shri Satyanarayanam|Muthuswami Dikshitar|
shubhapantuvarali|Velane Vere|Koteeswara Iyer|
nasamani|Shri Rama Sarasvati|Muthuswami Dikshitar|
vijayavasantam|Ni Cittamu Na Bhagyamayya|Tyagaraja|
shuddhadeshi|Raghunandana Rajamohana|Tyagaraja|
gaula|Ainkarane Omkara|Periyasaamy Thooran|
gaula|Andarulvai|Dandapani Desikar|
gaula|Bhajare Manasa|Venkataramana Bhagavathar|
gaula|Dudukugala Nanne Dorakoduku|Tyagaraja|
gaula|Kamajanaka Ripuguna|Swathi Thirunal Rama Varma|
gaula|Mahishasura Mardani|Muthuswami Dikshitar|
gaula|Padmanabha Dayanidhe|Periyasaamy Thooran|
gaula|Pranamamyaham Shri Gaurisutam|Mysore Vasudevachar|
gaula|Shankaree|Muthiah Bhagavatar|
gaula|Sharanagatiyenru Nambi|Gopalakrishna Bharati|
gaula|Shri Maha Ganapatiravatumam|Muthuswami Dikshitar|
gaula|Tyagaraja Palayashu|Muthuswami Dikshitar|
bhairavi|Arivar Yar Unnai|Arunachala Kavi|
bhairavi|Arukku Ponnambalan|Gopalakrishna Bharati|
bhairavi|Aryam Abhayambam Bhaja|Muthuswami Dikshitar|
bhairavi|Attarunam Abhayam|Papanasam Sivan|
bhairavi|Aye Giridhar|Swathi Thirunal Rama Varma|
bhairavi|Balagopala Palayashu|Muthuswami Dikshitar|
bhairavi|Bhairavi Parameshwari|Muthiah Bhagavatar|
bhairavi|Bhavadiya Katha|Swathi Thirunal Rama Varma|
bhairavi|Cetulara Shringaramu|Tyagaraja|
bhairavi|Cintayamakanda Mulakandam|Muthuswami Dikshitar|
bhairavi|Enati Nomu Phalamo|Tyagaraja|
bhairavi|Ettanai Kettalum|Oothukkadu Venkata Kavi|
bhairavi|Gati Verevaramma|G. N. Balasubramaniam|
bhairavi|Inta Paraku Nive|G. N. Balasubramaniam|
bhairavi|Janani Mamava|Swathi Thirunal Rama Varma|
bhairavi|Kamaksi Anudinamu-swarajati|Shyama Sastri|
bhairavi|Karpakavalliyun Porpadam|Lalitha Dasa|
bhairavi|Koluvaiyunnade Kodandapani|Tyagaraja|
bhairavi|Krusna Candra|Swathi Thirunal Rama Varma|
bhairavi|Lalite Shri Pravrddhe|Tyagaraja|
bhairavi|Maha Tripurasundari|Pallavi Gopala Iyer|
bhairavi|Mayilapuriyil Vanda|Papanasam Sivan|
bhairavi|Nammina Varini Maraccedi|Tyagaraja|
bhairavi|Nijamaite Mundara Niluvu|Tyagaraja|
bhairavi|Ninne Nera Nammiti Talli|Veena Kuppayyar|
bhairavi|Nivanti Daivamu Ne Gana|Tyagaraja|
bhairavi|Ni Padamule Gatiyani|Patnam Subramania Iyer|
bhairavi|Palaya Devagopala|Swathi Thirunal Rama Varma|
bhairavi|Pazham Ni Pazham|Periyasaamy Thooran|
bhairavi|Ragam Tanam Pallavi|Own/others|
bhairavi|Raksa Btttare Doraku|Tyagaraja|
bhairavi|Ramarama Gunakusuma|Swathi Thirunal Rama Varma|
bhairavi|Rama Kodandarama Rama|Tyagaraja|
bhairavi|Rara Dasharatha|Venkataramana Bhagavathar|
bhairavi|Sari Evaramma Amba|Shyama Sastri|
bhairavi|Sarvantaryami Ni Vane|Tyagaraja|
bhairavi|Satyamunakidi|M. Balamuralikrishna|
bhairavi|Shri Kamalambayaha Param|Muthuswami Dikshitar|
bhairavi|Shri Parthasarathe|Mysore Sadashiva Rao|
bhairavi|Shri Raghuvara Apremeya|Tyagaraja|
bhairavi|Shri Raghuvara Sugunalaya|Tyagaraja|
bhairavi|Shri Rama|Muthiah Bhagavatar|
bhairavi|Shri Vishvanatham|Papanasam Sivan|
bhairavi|Tanayande Prema Yanucu|Tyagaraja|
bhairavi|Tanayuni Brova Janani|Tyagaraja|
bhairavi|Taye Bhairaviye|Papanasam Sivan|
bhairavi|Taye Ezhaipal|Papanasam Sivan|
bhairavi|Taye Nine Tanjam|Papanasam Sivan|
bhairavi|Upacaramulanu Cekonavayya|Tyagaraja|
bhairavi|Upacaramu Jese Varunnarani|Tyagaraja|
bhairavi|Vandeham Shri|Indira Natesan|
bhairavi|Vela Sharanam|Neelakanta Sivan|
bhairavi|Viriboni Ninne Kori-varnam|Pacchimiriam Adiyappa|
bhairavi|Yaro Ivar Yaro|Arunachala Kavi|
kalakamadi|Shri Janaka Tanaye|Tyagaraja|
gaudamallar|Jaya Devi|Muthiah Bhagavatar|
gaudamallar|Sarasamukhi Sakala|Muthiah Bhagavatar|
kuntalam|Shri Sugandhi Kuntalambike|Muthuswami Dikshitar|
rasali|Aparadhamulanorva Samayamu|Tyagaraja|
lalitapriya|Paramapurusa Hrudaya|Swathi Thirunal Rama Varma|
vishvambari|Paramananda|Koteeswara Iyer|
vishvambari|Ragam Tanam Pallavi|Own/others|
hindolagamini|Manasuloni Marmamulu|Tyagaraja|
hindolagamini|Nambum Anbarkarulum-varnam|Lalgudi Jayaraman|
jayamanohari|Ni Bhakti Bhagya Sudhanidhi|Tyagaraja|
jayamanohari|Shri Ramya Citta Alankara Swarupa|Tyagaraja|
jayamanohari|Yagnyadulu Sukhamanu|Tyagaraja|
deshyatodi|Namo Namo Raghavaya|Tyagaraja|
deshyatodi|Ne Pogadakunte Nikemi|Tyagaraja|
deshyatodi|Vazhi Maraittirukkude|Gopalakrishna Bharati|
deshi|Sarasiruhanabham|Swathi Thirunal Rama Varma|
bangala|Girirajasuta Tanaya|Tyagaraja|
bangala|Munupe Teliyaka Poyena|Tyagaraja|
bangala|Rara Rama Ravikula Soma|Garbhapurivasa|
bangala|Saksi Ledanucu Sadhimpake|Tyagaraja|
gurupriya|Daivamu Nive|M. Balamuralikrishna|
shuddhatodi|Sami Nine Koriyunnanura|Patnam Subramania Iyer|
shuddhatodi|Sami Ninne Kori-varnam|Kottavasal Venkatarama Iyer|
manirangu|Bhandasura Vimardhini|Muthiah Bhagavatar|
manirangu|Dandapani Padam|Papanasam Sivan|
manirangu|Jayajaya Padmanabha|Swathi Thirunal Rama Varma|
manirangu|Kadalil Amizhndiduvom|Papanasam Sivan|
manirangu|Mamava Pattabhirama|Muthuswami Dikshitar|
manirangu|Naravara Raghunandana|Patnam Subramania Iyer|
manirangu|Paradevate Padam|Papanasam Sivan|
manirangu|Ragam Tanam Pallavi|Own/others|
manirangu|Ranidhi Radu Surasurulakaina|Tyagaraja|
manirangu|Tamizh Manam|Papanasam Sivan|
bhinnasadjam|Sarivarilona Cauka Caladayena|Tyagaraja|
jingala|Anathudanu Ganu Rama|Tyagaraja|
vivardhani|Abhimanamennadu Galgura|Tyagaraja|
vivardhani|Vinave O Manasa Vivarambuna|Tyagaraja|
madhavamanohari|Maha Laksmi Karunarasalahari|Muthuswami Dikshitar|
madhavamanohari|Ragam Tanam Pallavi|Own/others|
malahari|Panca Matanga Mukha|Muthuswami Dikshitar|
malahari|Shri Mahaganapate|Muthiah Bhagavatar|
shivashakti|Shri Cakraraja Nilaye|G. N. Balasubramaniam|
shivashakti|Vinuta Palini|G. N. Balasubramaniam|
bauli|Arunodayame-varnam|Lalgudi Jayaraman|
bauli|Dinajanavana Shri Rama|Tyagaraja|
bauli|Karunanidhiye Taye|Papanasam Sivan|
bauli|Melukovayya Mammeluko|Tyagaraja|
bauli|Parvatinayaka|Swathi Thirunal Rama Varma|
bauli|Shambho Mahadeva|Neelakanta Sivan|
bauli|Shri Parvati Parameshvarau|Muthuswami Dikshitar|
natakapriya|Gita Vadya Natana|Tanjavur Sankara Iyer|
natakapriya|Idi Samayamu Brova Rada|Mysore Vasudevachar|
natakapriya|Irangada Saminatha|Koteeswara Iyer|
natakapriya|Ragam Tanam Pallavi|Own/others|
darbar|Adiya Pada Darishanam|Gopalakrishna Bharati|
darbar|Aparadhamula Manpi Adukovayya|Tyagaraja|
darbar|Calamela-varnam|Tiruvettiyur Tyaagayya|
darbar|Edi Ni Bahubala Parakrama|Tyagaraja|
darbar|Ela Teliyalero|Tyagaraja|
darbar|Endundi Vedalitivo Evuro|Tyagaraja|
darbar|Jvalajjihve Jvalamukhi|Muthiah Bhagavatar|
darbar|Mina Nayana Nivu|Subbaraya Sastri|
darbar|Mundu Venuka Iru Prakkala|Tyagaraja|
darbar|Narada Gurusvami Ikanaina|Tyagaraja|
darbar|Neeve Nannu|Venkataramana Bhagavathar|
darbar|Nitya Rupa Evari Pandityamemi|Tyagaraja|
darbar|Palaya Sada Mamayi|Swathi Thirunal Rama Varma|
darbar|Paripalaya Mam Kodandapane|Tyagaraja|
darbar|Ragam Tanam Pallavi|Own/others|
darbar|Raghavendra Guru Manatosmi|Mysore Vasudevachar|
darbar|Ramabhirama Ramaniya|Tyagaraja|
darbar|Saure Vitara Kusalam|Swathi Thirunal Rama Varma|
darbar|Smara Manasa|Swathi Thirunal Rama Varma|
darbar|Tyagarajadanyam Na Jane|Muthuswami Dikshitar|
darbar|Vezha Mukhattarashe|Ambujam krishna|
darbar|Yocana Kamala Locana|Tyagaraja|
arabhi|Aiyappanai Panivom|Papanasam Sivan|
arabhi|Anbu Kondennai|Dandapani Desikar|
arabhi|Calakalladukonna Soukhyamemira|Tyagaraja|
arabhi|Cutamurare Sudatulara|Tyagaraja|
arabhi|Durgalaksmi Sarasvati|Papanasam Sivan|
arabhi|En Tai Niyanro|Ambujam krishna|
arabhi|Ganarajena Raksitoham|Muthuswami Dikshitar|
arabhi|Gaurishaya Namaste|Muthuswami Dikshitar|
arabhi|Ipudaina Nannu Dalacinara|Tyagaraja|
arabhi|Madhukaitabha Samhartri|Muthiah Bhagavatar|
arabhi|Mahadeva Sutam Aham|M. Balamuralikrishna|
arabhi|Mangala Dayaka|M. Balamuralikrishna|
arabhi|Maragata Manimaya|Oothukkadu Venkata Kavi|
arabhi|Nada Sudha Rasambilanu|Tyagaraja|
arabhi|Narasimha Mamava|Swathi Thirunal Rama Varma|
arabhi|Na Moralanu Vini Emaravalena|Tyagaraja|
arabhi|Nilakantha Nityananda|Neelakanta Sivan|
arabhi|Ninne Neranamminanu|Tyagaraja|
arabhi|Ni Sari Velpula Nenendu|Tiruvettiyur Tyaagayya|
arabhi|Oraru Mukhane|Neelakanta Sivan|
arabhi|O Rajivaksa|Tyagaraja|
arabhi|Pahi Parvatanandini|Swathi Thirunal Rama Varma|
arabhi|Palayasu Mam Paradevate|Shyama Sastri|
arabhi|Palukavemi Patita Pavana|Tyagaraja|
arabhi|Patiki Mangala Haratire|Tyagaraja|
arabhi|Piravada Varam|Gopalakrishna Bharati|
arabhi|Pranavaakaaram|Oothukkadu Venkata Kavi|
arabhi|Ragam Tanam Pallavi|Own/others|
arabhi|Sadhincene O Manasa|Tyagaraja|
arabhi|Sakala Loka Nayike|Oothukkadu Venkata Kavi|
arabhi|Shivakameshvarim Cintayamyaham|Muthuswami Dikshitar|
arabhi|Shri Sakala Ganadhipa|M. Balamuralikrishna|
arabhi|Shri Sarasvati Namostute|Muthuswami Dikshitar|
arabhi|Shvetaranyeshvaram|Muthuswami Dikshitar|
arabhi|Sriramana Vibho|Swathi Thirunal Rama Varma|
arabhi|Varijadala Locani|Lalitha Dasa|
arabhi|Vighneshvara Kumara|R. Ramachandran Nair|
arabhi|Vighneshvara Shubhakara|R. Ramachandran Nair|
revati|Mahadeva Shiva Shambho|Tanjavur Sankara Iyer|
revati|Mohana Vamshi|M. Balamuralikrishna|
revati|Ragam Tanam Pallavi|Own/others|
revati|Tillana|Lalgudi Jayaraman|
revati|Tillana|Maharajapuram Santhanam|
margahindolam|Calamelara Saketa Rama|Tyagaraja|
margahindolam|Candrashekharam Sada Bhajeham|Muthuswami Dikshitar|
margahindolam|Mamava Sarasvati|Mysore Sadashiva Rao|
margahindolam|Sarasijaksi Ni|G. N. Balasubramaniam|
natanarayani|Maha Ganapate Palayashu|Muthuswami Dikshitar|
navamalika|Amba Mamava|M. Balamuralikrishna|
navamalika|Andaal kalyaanam|Ambujam krishna|
navamalika|Bhavayami Ragahuramam|Swathi Thirunal Rama Varma|
navamalika|Devaki Tan Kula|Ambujam krishna|
navamalika|Enakkun Irupadam|Arunachala Kavi|
navamalika|Ganalola Ni Lilalenna|M. Balamuralikrishna|
navamalika|Gana Mazhai|Ambujam krishna|
navamalika|Inta Kopamelara-varnam|Veena Kuppayyar|
navamalika|Kamalajasya|Swathi Thirunal Rama Varma|
navamalika|Kannanidam Eduttu|Ambujam krishna|
navamalika|Kannan Enradume|Ambujam krishna|
navamalika|Kanna Va|Ambujam krishna|
navamalika|Nrtyati Mama Hrdaye|Lalitha Dasa|
navamalika|Panca Banudu-javali|Mysore Sadashiva Rao|
navamalika|Pannagendrasayana|Swathi Thirunal Rama Varma|
navamalika|Pranatarthihara|Maha Vaidyanatha Iyer|
navamalika|Purna Candra Bimba Vijayavadane|Muthuswami Dikshitar|
navamalika|Ragam Tanam Pallavi|Own/others|
navamalika|Ranjani Mrdu Pankaja|Tanjavur Sankara Iyer|
navamalika|Sami Nipai Asara|Poochi Srinivasa Iyengar|
navamalika|Sanandam Kamala|Swathi Thirunal Rama Varma|
navamalika|Shri Vishvanatham Bhaje|Muthuswami Dikshitar|
navamalika|Simhasana Sthite|Muthuswami Dikshitar|
navamalika|Unnai Ninaindu|Muthiah Bhagavatar|
navamalika|Valachi Vachchiyunna-varnam|Kottavasal Venkatarama Iyer|
navamalika|Valaci Vacciyunna-varnam|Patnam Subramania Iyer|
navamalika|Vedattin Ucciyil|Muthiah Bhagavatar|
kalanidhi|Cinnanade Na Ceyi Battitivi|Tyagaraja|
shivaranjani|Angayarkkanni Niye--varnam|T. R. Subramaniam|
shivaranjani|Andavan Anbe Shakti|Papanasam Sivan|
shivaranjani|Tarunm Idaiyya|Papanasam Sivan|
kesari|Nannu Kanna Talli|Tyagaraja|
manohari|Kanjadalaya Takshi Kamaksi|Muthuswami Dikshitar|
manohari|Paritapamu Ganiyadina|Tyagaraja|
manohari|Shankaram Abhirami Manoharam|Muthuswami Dikshitar|
gangeyabhushani|Evare Ramayya Ni Sari|Tyagaraja|
vasantabhairavi|Ni Daya Rada|Tyagaraja|
vasantabhairavi|Rama Ramana Bharama|Tyagaraja|
candrajyoti|Bagayanayya Ni Mayalento|Tyagaraja|
candrajyoti|Shashi Vadana Bhakta Janavana|Tyagaraja|
malayamarutam|Dayai Puriya Innum|Samuel Vedanayagam Pillai|
malayamarutam|Dhanyudevvado|Patnam Subramania Iyer|
malayamarutam|Hanumane Samikku Inda Adayalam|Arunachala Kavi|
malayamarutam|Karpaka Manohara|Papanasam Sivan|
malayamarutam|Manasa Etulortune|Tyagaraja|
malayamarutam|Niravadhi Sukha Dayaki|G. N. Balasubramaniam|
malayamarutam|Ragam Tanam Pallavi|Own/others|
malayamarutam|Sugandha Pushpa|Muthiah Bhagavatar|
adibhairavi|Na Diru Diru Dhim Tanana-tillana|M. Balamuralikrishna|
adibhairavi|Shri Jagadisvari Durga|Lalgudi Jayaraman|
candrika|Ni Sati Nive Ranga|M. Balamuralikrishna|
purnacandrika|Bhajare Re Manasa Mardinim|Jayachamarajendra Wadiyar|
purnacandrika|Candra Mandala|Muthiah Bhagavatar|
purnacandrika|Narayana Namostute|Mysore Vasudevachar|
purnacandrika|Ne Jesina Neramu|Patnam Subramania Iyer|
purnacandrika|Padame Tunai|Gopalakrishna Bharati|
purnacandrika|Palukavemi Na Daivama|Tyagaraja|
purnacandrika|Panca Nadisha Pahimam|Patnam Subramania Iyer|
purnacandrika|Ragam Tanam Pallavi|Own/others|
purnacandrika|Ramacandra Pahi|Swathi Thirunal Rama Varma|
purnacandrika|Shankha Cakra Gada Panim|Muthuswami Dikshitar|
purnacandrika|Shri Rajarajeshvari|Muthuswami Dikshitar|
purnacandrika|Shri Rama Rama Jagadatma|Tyagaraja|
purnacandrika|Telisi Rama Cintanato|Tyagaraja|
purnacandrika|Tom Tom Tadhara|Poochi Srinivasa Iyengar|
purnacandrika|Tudikkaikuriya|Muthiah Bhagavatar|
purnacandrika|Varada Nipuna|G. N. Balasubramaniam|
cittaranjani|Nada Tanumanisham Shankaram|Tyagaraja|
hamsadhvani|Abhista Varada Shri|Tyagaraja|
hamsadhvani|Bhajamahe Shri|R. Ramachandran Nair|
hamsadhvani|Centa Dircci|Tiruvettiyur Tyaagayya|
hamsadhvani|Gam Ganapate|Muthiah Bhagavatar|
hamsadhvani|Jalajaksha Ninnedabasi-varnam|Kottavasal Venkatarama Iyer|
hamsadhvani|Jaya Jaya Vijaya Vinayakam|Madurai Gs Mani|
hamsadhvani|Jaya Mahishasura|Muthiah Bhagavatar|
hamsadhvani|Kapali Karunai Nidhi|Papanasam Sivan|
hamsadhvani|Karunai Seivai Gajaraja|Papanasam Sivan|
hamsadhvani|Maha Ganapate|Indira Natesan|
hamsadhvani|Manasu Karagudemi|Patnam Subramania Iyer|
hamsadhvani|Maracedi Nyayama|Patnam Subramania Iyer|
hamsadhvani|Muladhara Murti|Papanasam Sivan|
hamsadhvani|Namami Vighna Vinayaka|Krishnaswami Ayya|
hamsadhvani|Padame Tunai Ayyane|Gopalakrishna Bharati|
hamsadhvani|Pagavari Bodhana-varnam|Patnam Subramania Iyer|
hamsadhvani|Pahi Prabho Ganarajama|M. Balamuralikrishna|
hamsadhvani|Pahi Sripate|Swathi Thirunal Rama Varma|
hamsadhvani|Palayashu Padmanabha|Mysore Vasudevachar|
hamsadhvani|Parashakti Janani|Papanasam Sivan|
hamsadhvani|Paripari Ni|M. Balamuralikrishna|
hamsadhvani|Parvatipatim Pranaumi|Muthuswami Dikshitar|
hamsadhvani|Pirai Aniyum Peruman|M. Balamuralikrishna|
hamsadhvani|Ragam Tanam Pallavi|Own/others|
hamsadhvani|Raghunayaka Ni Padayuga|Tyagaraja|
hamsadhvani|Sadashiva Maindane|Maharajapuram Santhanam|
hamsadhvani|Shri Raghukula Mundubutti|Tyagaraja|
hamsadhvani|Ullam Irangi|Papanasam Sivan|
hamsadhvani|Vande Anisham Aham Varana|Mysore Vasudevachar|
hamsadhvani|Varana Mukhava|Koteeswara Iyer|
hamsadhvani|Vara Vallabha Ramana|G. N. Balasubramaniam|
hamsadhvani|Vatapi Ganapatim Bhajeham|Muthuswami Dikshitar|
hamsadhvani|Vinayaka Ninu Vina Brocutaku|Veena Kuppayyar|
karnatakakapi|Akhilandeshvari Durusuga|Shyama Sastri|
karnatakakapi|Kowsumbhavasanopete|Muthiah Bhagavatar|
karnatakakapi|Sambho Satatam|Swathi Thirunal Rama Varma|
karnatakakapi|Venkatacalapate|Muthuswami Dikshitar|
hamsagamani|Sadashivam|Muthiah Bhagavatar|
andolika|Karanamemi Kanane|G. N. Balasubramaniam|
andolika|Mahisasura Mardhini-varnam|Muthiah Bhagavatar|
andolika|Ni Dayarada-varnam|G. N. Balasubramaniam|
andolika|Ragam Tanam Pallavi|Own/others|
andolika|Raga Sudharasa Panamu|Tyagaraja|
andolika|Vajreshi Mate|Muthiah Bhagavatar|
andolika|Varnam|Lalgudi Jayaraman|
hindustanikapi|Bhaja Madhavam Anisham|Mysore Vasudevachar|
hindustanikapi|Radha Mukha Kamala|Papanasam Sivan|
hindustanikapi|Ragam Tanam Pallavi|Own/others|
hindustanikapi|Sanmukhane Shiva Shakti|Neelakanta Sivan|
desha|Nanda Nandana|Lalitha Dasa|
desha|Rama Namame Tudi Maname|Tanjavur Sankara Iyer|
desha|Tillana|Lalgudi Jayaraman|
dipakam|Kalala Nercina|Tyagaraja|
chayatarangini|Krpa Jucutaku Velara|Tyagaraja|
chayatarangini|Sarasvati Chayatarangini|Muthuswami Dikshitar|
pahadi|Shri Guruna Palitosmi|Muthuswami Dikshitar|
harikambhoji|Avataram Enduku Ayasam|Tyagaraja|
harikambhoji|Cani Todi Teve O Manasa|Tyagaraja|
harikambhoji|Dinamani Vamsha Tilaka|Tyagaraja|
harikambhoji|Enadu Manam Kavalai|Papanasam Sivan|
harikambhoji|Enduku Nirdaya|Tyagaraja|
harikambhoji|Entarani Tanakenta Poni|Tyagaraja|
harikambhoji|Kamalappada Malarinai|Papanasam Sivan|
harikambhoji|Karangulina|Muthiah Bhagavatar|
harikambhoji|Lali Laliyani Yucedara|Tyagaraja|
harikambhoji|Muruga Tirumal Maruga|Tanjavur Sankara Iyer|
harikambhoji|Neeye Gati En Taye|Koteeswara Iyer|
harikambhoji|Nenendu Vedukudura|Tyagaraja|
harikambhoji|Oka Mata Oka Banamu|Tyagaraja|
harikambhoji|Pamalaikkinai Undo|Papanasam Sivan|
harikambhoji|Pannaga Shayana|Mysore Sadashiva Rao|
harikambhoji|Paripalayamam Padmasane|Poochi Srinivasa Iyengar|
harikambhoji|Parkkap Parkka|Gopalakrishna Bharati|
harikambhoji|Ragam Tanam Pallavi|Own/others|
harikambhoji|Rama Nannu Brovaravemako|Tyagaraja|
harikambhoji|Rara Phanishayana|Tyagaraja|
harikambhoji|Saketa Nagara Natha|Mysore Sadashiva Rao|
harikambhoji|Undedi Ramudokadu|Tyagaraja|
harikambhoji|Vallagadanaka Sita Vallabha|Tyagaraja|
harikambhoji|Vinata Suta Vahanudai|Tyagaraja|
bhuvanagandhari|Lalitambe Shri Mate|Muthiah Bhagavatar|
vasanti|Tillana|Lalgudi Jayaraman|
kaikavashi|Vacamagocarame Manasa|Tyagaraja|
simhendramadhyamam|Ashaindaadum Mayil|Oothukkadu Venkata Kavi|
simhendramadhyamam|Ashtadasha Supeethastite|Muthiah Bhagavatar|
simhendramadhyamam|En Manam Usalada|Papanasam Sivan|
simhendramadhyamam|Ihaparamenum Iru|Papanasam Sivan|
simhendramadhyamam|Kamaksi Kamakoti Pithavasini|Muthuswami Dikshitar|
simhendramadhyamam|Kazhanigal Shuzh|Periyasaamy Thooran|
simhendramadhyamam|Mammu Brocu Patla|Veena Kuppayyar|
simhendramadhyamam|Marakata Simhasana|M. Balamuralikrishna|
simhendramadhyamam|Narahariyai Vandan|Ambujam krishna|
simhendramadhyamam|Natajana Paripala Ghana|Tyagaraja|
simhendramadhyamam|Nidu Caranamule Gatiyani|Tyagaraja|
simhendramadhyamam|Ninne Nammitinaiya Sri|Mysore Vasudevachar|
simhendramadhyamam|Nin Carana Malare|Papanasam Sivan|
simhendramadhyamam|Pamara Jana Palini Brhannayaki|Muthuswami Dikshitar|
simhendramadhyamam|Porumaiyai Izhainden|G. N. Balasubramaniam|
simhendramadhyamam|Ragam Tanam Pallavi|Own/others|
simhendramadhyamam|Ramarama Gunasima|Swathi Thirunal Rama Varma|
simhendramadhyamam|Telugu Tamila|M. Balamuralikrishna|
simhendramadhyamam|Unnaiyallal Vere Gati|Koteeswara Iyer|
navarasakannada|Durgadevi Durita Nivarini|Muthiah Bhagavatar|
navarasakannada|Lambodara Maha Ganesha|Muthiah Bhagavatar|
navarasakannada|Nanoru Vilayattu|Papanasam Sivan|
navarasakannada|Ninnu Vina Namadi Endu|Tyagaraja|
navarasakannada|Ni Padamule Gatiyani|Poochi Srinivasa Iyengar|
navarasakannada|Paluku Kanda Cakkeranu|Tyagaraja|
navarasakannada|Vande Sada Padmanabham|Swathi Thirunal Rama Varma|
simhavahini|Evarunnaru Nannu Brocutaku|Patnam Subramania Iyer|
simhavahini|Nenaruncara Napaini|Tyagaraja|
simhavahini|Simhavahane|Muthiah Bhagavatar|
nata|Dayanidhe Janakipate|Papanasam Sivan|
nata|E Nadamulo I Sakala-varnam|M. Balamuralikrishna|
nata|Ganadhipam Satatam|M. Balamuralikrishna|
nata|Gana Sudharasa Pana|M. Balamuralikrishna|
nata|Jagadanandakaraka Jayajanaki|Tyagaraja|
nata|Kamalambike Mamava|Jayachamarajendra Wadiyar|
nata|Karimukha Varada|G. N. Balasubramaniam|
nata|Maha Ganapatim Manasa Smarami|Muthuswami Dikshitar|
nata|Maha Ganapati Va Va|Tanjavur Sankara Iyer|
